Section,Title,Data
Revenue Overview,"totalRevenue","2998"
Revenue Overview,"monthlyRecurringRevenue","11994"
Revenue Overview,"annualRecurringRevenue","143928"
Revenue Overview,"averageRevenuePerUser","222.11111111111111"
Revenue Overview,"revenueGrowthRate","0"
