Section,Title,Data
Revenue Overview,"totalRevenue","2998"
Revenue Overview,"monthlyRecurringRevenue","8993"
Revenue Overview,"annualRecurringRevenue","107916"
Revenue Overview,"averageRevenuePerUser","166.53703703703704"
Revenue Overview,"revenueGrowthRate","0"
