Section,Title,Data
Revenue Overview,"totalRevenue","0"
Revenue Overview,"monthlyRecurringRevenue","14990"
Revenue Overview,"annualRecurringRevenue","179880"
Revenue Overview,"averageRevenuePerUser","174.30232558139534"
Revenue Overview,"revenueGrowthRate","0"
